./202607/t20260729_1964232.html	林业草原综合统计调查制度
./202607/t20260729_1964231.html	海洋生产总值核算制度
./202607/t20260729_1964229.html	海洋经济统计调查制度
./202607/t20260729_1964228.html	水旱灾害防御统计调查制度
./202607/t20260729_1964227.html	水利建设投资统计调查制度
./202607/t20260729_1964224.html	常态化全民健身活动状况调查统计调查制度
./202607/t20260729_1964223.html	常态化国民体质监测与科学健身指导统计调查制度
./202607/t20260729_1964221.html	环境服务业财务统计调查制度
./202607/t20260729_1964220.html	个体工商户经营状况统计调查制度
./202607/t20260729_1964218.html	工程造价咨询统计调查制度
./202607/t20260729_1964217.html	城市更新统计调查制度
./202607/t20260729_1964215.html	畜牧业统计调查制度
./202605/t20260507_1963624.html	主要农产品及农用生产资料价格调查制度
./202605/t20260507_1963623.html	全国乡村产业统计调查制度
./202605/t20260507_1963622.html	全国饲料工业统计调查制度
./202605/t20260507_1963621.html	全国农业机械化管理统计调查制度
./202605/t20260507_1963620.html	全国教育经费统计调查制度
./202605/t20260507_1963619.html	全国工会统计年报调查制度
./202605/t20260507_1963618.html	气象部门综合统计调查制度
./202605/t20260507_1963617.html	农业综合统计调查制度
./202605/t20260507_1963616.html	农田建设统计调查制度
./202605/t20260507_1963615.html	农户和新型经营主体统计调查制度
./202605/t20260507_1963614.html	农村综合统计调查制度
./202605/t20260507_1963613.html	全国数据资源统计调查制度
./202605/t20260507_1963612.html	有色金属工业统计调查制度
./202605/t20260507_1963611.html	水运生产快速统计调查制度
./202605/t20260507_1963610.html	水运及交通运输支持系统建设项目统计调查制度
./202605/t20260507_1963609.html	交通专用通信网统计调查制度
./202605/t20260507_1963608.html	交通运输企业统计调查制度
./202605/t20260507_1963607.html	交通运输部门统计调查制度
./202605/t20260507_1963606.html	交通救捞统计调查制度
./202605/t20260507_1963605.html	黄金行业综合统计调查制度
./202605/t20260507_1963604.html	化学物质环境信息统计调查制度
./202605/t20260507_1963603.html	道路运输统计调查制度
./202603/t20260331_1962915.html	自然资源管理统计调查制度
./202603/t20260331_1962914.html	重点税源补充信息采集报送制度
./202603/t20260331_1962913.html	医药工业统计调查制度
./202603/t20260331_1962912.html	土地统计调查制度
./202603/t20260331_1962911.html	全民所有自然资源资产统计调查制度
./202603/t20260331_1962910.html	全国食品工业统计调查制度
./202603/t20260331_1962909.html	全国农业农村系统国有单位人事劳动统计调查制度
./202603/t20260331_1962908.html	全国工会统计年报调查制度
./202603/t20260331_1962907.html	全国档案事业统计调查制度
./202603/t20260331_1962906.html	千户集团基础涉税数据报送制度
./202603/t20260331_1962905.html	企业国有资产统计调查制度
./202603/t20260331_1962904.html	矿产统计调查制度
./202603/t20260331_1962903.html	机械工业统计调查制度
./202603/t20260331_1962902.html	机关运行成本统计调查制度
./202603/t20260331_1962901.html	海洋统计调查制度
./202603/t20260331_1962900.html	国家中医药综合统计制度
./202603/t20260331_1962899.html	地质灾害及生态修复统计调查制度
./202603/t20260331_1962898.html	大宗产品进出口报告统计调查制度
./202603/t20260331_1962897.html	测绘地理信息统计调查制度
./202603/t20260331_1962895.html	重要商品市场监测统计调查制度
./202603/t20260331_1962894.html	中央国家机关事务管理机构及后勤服务统计调查制度
./202603/t20260331_1962893.html	公共机构能源资源消费统计调查制度
./202511/t20251104_1961798.html	用水节水统计调查制度
./202511/t20251104_1961797.html	社会物流统计调查制度
./202511/t20251104_1961796.html	商标审查审理社会满意度统计调查制度
./202511/t20251104_1961795.html	全国少数民族医药基本现状调查制度
./202511/t20251103_1961783.html	烟草流行监测统计调查制度
./202511/t20251103_1961782.html	人力资源和社会保障基本情况社区直报调查制度
./202511/t20251103_1961781.html	进出口企业问卷调查制度
./202511/t20251103_1961780.html	防震减灾事业统计调查制度
./202511/t20251103_1961779.html	住房公积金统计调查制度
./202511/t20251103_1961778.html	知识产权统计调查制度
./202511/t20251103_1961777.html	海关业务统计调查制度
./202507/t20250702_1960311.html	重点外贸外资企业直报信息统计调查制度
./202507/t20250702_1960310.html	展览业统计调查制度
./202507/t20250702_1960309.html	外商投资统计调查制度
./202507/t20250702_1960308.html	全国公立医疗卫生机构药品使用监测统计调查制度
./202507/t20250702_1960307.html	全国城镇老旧小区改造统计调查制度
./202507/t20250702_1960306.html	外国航空公司运输业务量统计调查制度
./202507/t20250702_1960305.html	气象行业工作基本情况统计调查制度
./202507/t20250702_1960304.html	居民生态环境健康素养统计调查制度
./202507/t20250702_1960303.html	技术性贸易措施影响统计调查制度
./202507/t20250702_1960302.html	服务外包统计调查制度
./202507/t20250702_1960301.html	对外金融资产负债及交易统计制度
./202506/t20250605_1960065.html	中央政府储备粮统计调查制度
./202506/t20250605_1960064.html	产品质量合格率统计调查制度
./202506/t20250605_1960063.html	水行政执法统计调查制度
./202506/t20250605_1960062.html	全国残疾人家庭收入状况统计调查制度
./202506/t20250605_1960061.html	第六次国民体质监测统计调查制度
